name,time,Adolescent fertility rate ,Agriculture_value added (% of GDP),Births attended by skilled health staff,CO2 emissions (metric tons per capita),Contraceptive prevalence_ any methods,DJIA,Electric power consumption (kWh per capita),Energy use ,Exports of goods and services (% of GDP),Fertility rate_total ,Forest area,GDP growth (annual %),GDP per capita (current US$),GNI per capita_Atlas method,GNI per capita_PPP,Gross capital formation (% of GDP),High-technology exports (% of manufactured exports),Immunization_measles ,Imports of goods and services (% of GDP),Improved sanitation facilities,Improved water source ,Industry_value added (% of GDP),Inflation_GDP deflator (annual %),Inflation_consumer prices (annual %),Life expectancy at birth_total,Market capitalization of listed domestic companies (% of GDP),Merchandise trade (% of GDP),Military expenditure (% of GDP),Mobile cellular subscriptions (per 100 people),Mortality rate_under-5 ,NASDAQ,Net barter terms of trade index (2000 = 100),Net migration,Number,Population,Population growth,Prevalence of underweight_weight for age,Revenue_excluding grants (% of GDP),Rusell1000,Russell1000,SP500,School enrollment_primary and secondary,School enrollment_secondary ,Services_value added (% of GDP),Surface area,Water productivity_total,happiness,internet_usage,nkill,nkillus,normalized
socialweather,378604800000000000,51.8102,0,0,19.76676417,0,932.9110276679846,9976.693715,7647.538054,9.506171994,1.812,0,2.594470388,,14400,0,24.24743285,,97,9.896087022,0,0,0,9.336242988,,74.0097561,39.35154203,,5.290885331,,14.4,0,,,,229466000,0.981415437,0,19.92521853,,0,128.04166666666666,1.031999946,89.5338974,0,9629090,0,,,,,no
socialweather,378604800000000000,60.9623566843007,0,0,87.81098621015538,0,5.304540174620082,72.79826060009638,90.62778803307457,69.6572653504236,49.58949096880131,0,35.74100162532576,24.27760872471682,25.347650061608874,0,96.69352185752837,0,98.9795918367347,56.785909258286395,0,0,0,100,76.35836258846567,93.99083138020639,25.72582290755456,66.01838407267809,60.427789866299406,0,47.84053156146179,0,89.89547041167928,0,15.598290598290598,71.01407053505841,57.66272632072399,0,97.15608348393332,0,0,5.248030494250734,99.58025127132434,91.76875130784254,0,97.94110975831791,0,79.19208,,0.26622296173044924,0.10316368638239339,yes
socialweather,410140800000000000,51.577,0,0,18.59049523,69.5,884.5283399209484,9544.460943,7259.078899,8.466659552,1.8275,0,-1.910891068,,14230,0,22.06232543,,97,9.063791203,0,0,0,6.203739761,,74.36097561,43.55363587,,6.386444687,,13.9,0,,,,231664000,0.953317566,0,19.71933557,,0,119.72500000000002,1.02737999,92.75406647,0,9629090,12.69184654,,,,,no
socialweather,410140800000000000,60.68796242257657,0,0,82.58558185052142,87.9746835443038,5.029435793496193,69.64433056326975,86.02432039286667,62.04015153708598,50.01368363437329,0,-26.324124215523128,25.051071213870724,25.048406970603764,0,87.97978571136073,0,98.9795918367347,52.01001402325911,0,0,0,66.44792524116768,45.60254039612223,94.43687276017315,28.472915305772478,58.33092985886261,72.94029512936733,0,46.17940199335548,0,90.7485281987374,39.5056986272993,16.666666666666664,71.69429735313192,56.0118455778852,0,96.1521907527413,0,0,4.907156141288663,99.13446018274374,95.06929895667119,0,97.94110975831791,38.09721965431507,78.9921,,0.36605657237936773,0.1375515818431912,yes
socialweather,441676800000000000,51.9174,0,0,18.57154371,0,1190.7806324110672,9742.005714,7199.118533,7.613677,1.799,0,4.632457181,,14590,0,22.22793699,,98,9.033139764,0,0,0,3.948367013,,74.46341463,49.72419675,,5.871851445,,13.4,0,,,,233792000,0.914378513,0,17.95754256,,0,160.42500000000004,1.017549992,92.92421722,0,9629090,0,,,,,no
socialweather,441676800000000000,61.08849332605381,0,0,82.50139246843192,0,6.7707889782089925,71.08578162213333,85.31375507081623,55.78985099534874,49.23371647509579,0,63.81597585432645,26.99847921183841,25.68209822214399,0,88.64020882071763,0,100,51.8341293700805,0,0,0,42.29074819576664,23.779311355957184,94.56696815790106,32.50688064106087,54.10774745142275,67.06306847469013,0,44.518272425249165,0,87.55543240031976,0,9.401709401709402,72.3528608967445,53.72399491681274,0,87.56162455627762,0,0,6.575322814501848,98.18593913423913,95.24369683630145,0,97.94110975831791,0,72.9927,,0.26622296173044924,0.20632737276478677,yes
socialweather,473299200000000000,52.2578,0,0,18.97675027,0,1178.5496047430822,10282.37464,7443.320017,7.483444053,1.8065,0,7.259086959,,16230,0,25.07658464,,98,10.02568124,0,0,0,3.548237335,,74.56341463,39.65061686,,5.728200583,,13,0,,,,235825000,0.865817336,0,17.77714862,,0,160.46666666666667,1.020959973,94.91506195,0,9629090,0,,,,,no
socialweather,473299200000000000,61.48902422953104,0,0,84.30146390887671,0,6.701243249069207,75.02876303650685,88.20768513994986,54.83555825245786,49.43897099069513,0,100,29.727330453502866,28.568913923605,0,100,0,100,57.52954919267527,0,0,0,38.00498058545175,31.957589218001704,94.69396605160199,25.92134119516884,58.43195696682068,65.4224160016175,0.030083404357999968,43.18936877076412,0,87.37946684490669,0,13.461538461538462,72.98202428216008,50.87079967084961,0,86.6820172050083,0,0,6.577030601841336,98.51497671425705,97.28423500369165,0,97.94110975831791,0,73.49265,,0.09983361064891848,0.0343878954607978,yes
socialweather,504835200000000000,52.5982,0,0,18.88231274,0,1327.994206349207,10414.2079,7456.262903,6.975559121,1.844,0,4.238737521,,17510,0,24.14507076,,97,9.59865499,0,0,0,3.199612387,,74.56341463,52.93302742,,5.93928683,,12.7,0,,,,237924000,0.886129041,0,18.20792347,,0,186.85,1.019950032,93.9609375,0,9629090,0,,,,,no
socialweather,504835200000000000,61.889555133008265,0,0,83.88193886303551,0,7.550986546756872,75.9907282217075,88.36106589080872,51.11398920256741,50.465243568691854,0,58.39215792482973,31.696748227980226,30.82203837352579,0,96.28532396507406,0,98.9795918367347,55.079179280860814,0,0,0,34.27087738732277,26.360343754082287,94.69396605160199,34.60463349389233,54.40726450556193,67.83325550755913,0.11061790450989689,42.192691029900324,0,87.28837878732126,0,8.547008547008547,73.63161304063885,52.06420690938103,0,88.7824908949889,0,0,7.658401545205984,98.41752498575744,96.30629467146635,0,97.94110975831791,0,72.9927,,0.09983361064891848,0.0687757909215956,yes
socialweather,536371200000000000,52.9386,0,0,18.72072272,0,1793.104031620554,10424.4273,7376.096238,6.993227898,1.8375,0,3.511614499,,19160,0,23.68611953,,97,9.866050275,0,0,0,2.017623956,,74.61463415,55.29099126,,6.124085134,,12.4,0,,,,240133000,0.924164157,0,17.93120276,,0,236.35833333333335,1.022899985,95.04894257,0,9629090,0,,,,,no
socialweather,536371200000000000,62.29008603648549,0,0,83.16409860876396,0,10.19560503725717,76.06529746935897,87.41104413588087,51.24345863449893,50.287356321839084,0,48.3754295661965,33.1638851965284,33.72645660975181,0,94.45512564824298,0,98.9795918367347,56.613551842091056,0,0,0,21.610662432343283,13.75886524386959,94.75901376316574,36.146137512312045,54.96488500284572,69.94385749251084,0.21945965247416355,41.19601328903654,0,97.30866279196086,0,10.47008547008547,74.31524408755624,54.29894706304032,0,87.43319074242022,0,0,9.687594461987214,98.70217331555355,97.42145741529772,0,97.94110975831791,0,74.32589999999999,,0.033277870216306155,0,yes
socialweather,567907200000000000,53.279,0,0,19.35033442,0,2277.532252964426,10886.85826,7622.173017,7.472849772,1.872,0,3.461747692,,21460,0,23.54754829,,82,10.44540726,0,0,0,2.551295486,,74.76585366,51.98470007,,5.916717879,,12.1,0,,,,242289000,0.893829201,0,18.68130311,,0,286.84166666666664,1.013389945,95.24610138,0,9629090,0,,,,,no
